receptor,family,tracer,measure,reference_region,n,age,source,region,region_name,left,right,mean,coverage
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Lingual","Lingual Gyrus","3.0732","3.2146","3.1439","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Occipital_Sup","Superior Occipital Gyrus","3.6744","3.7931","3.7337","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Occipital_Mid","Middle Occipital Gyrus","3.9091","4.0826","3.9959","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Occipital_Inf","Inferior Occipital Gyrus","3.7881","4.0246","3.9063","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Fusiform","Fusiform Gyrus","3.4425","3.6926","3.5675","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Caudate","Caudate Nucleus","3.8837","3.8821","3.8829","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Putamen","Putamen","5.8389","6.0156","5.9272","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Pallidum","Globus Pallidus","2.8019","3.1397","2.9708","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Thalamus","Thalamus","0.8056","0.824","0.8148","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Precentral","Precentral Gyrus","23.6441","22.8953","23.2697","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Sup","Superior Frontal Gyrus","19.221","19.3228","19.2719","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","23.8119","22.9501","23.381","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Mid","Middle Frontal Gyrus","21.0944","20.22","20.6572","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","24.437","23.847","24.142","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","24.2152","22.5835","23.3993","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","23.1032","21.1134","22.1083","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","24.9055","23.7534","24.3294","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Rolandic_Oper","Rolandic Operculum","28.3095","26.6589","27.4842","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Supp_Motor_Area","Supplementary Motor Area","22.9267","24.2286","23.5776","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Olfactory","Olfactory Cortex","42.9224","36.6398","39.7811","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","19.6054","19.9076","19.7565","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Frontal_Med_Orb","Medial Orbitofrontal Cortex","23.3258","23.9852","23.6555","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Rectus","Gyrus Rectus","25.8837","26.2677","26.0757","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Insula","Insula","29.7637","29.0801","29.4219","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Cingulum_Ant","Anterior Cingulate","27.9048","27.2343","27.5696","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Cingulum_Mid","Middle Cingulate","30.6815","30.0871","30.3843","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Cingulum_Post","Posterior Cingulate","23.4993","19.5623","21.5308","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Hippocampus","Hippocampus","36.3234","34.3425","35.333","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","ParaHippocampal","Parahippocampal Gyrus","25.717","28.1518","26.9344","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Amygdala","Amygdala","43.3628","39.8385","41.6007","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Heschl","Heschl's Gyrus","31.3705","29.5968","30.4837","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Temporal_Sup","Superior Temporal Gyrus","27.9714","25.7976","26.8845","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Temporal_Pole_Sup","Temporal Pole, Superior","19.9783","18.3758","19.177","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Temporal_Mid","Middle Temporal Gyrus","24.1155","23.7404","23.9279","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Temporal_Pole_Mid","Temporal Pole, Middle","21.2248","19.3959","20.3103","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Temporal_Inf","Inferior Temporal Gyrus","22.2378","22.4167","22.3272","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Postcentral","Postcentral Gyrus","24.297","22.5753","23.4362","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Parietal_Sup","Superior Parietal Lobule","20.0608","17.881","18.9709","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Parietal_Inf","Inferior Parietal Lobule","22.9233","20.7273","21.8253","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","SupraMarginal","Supramarginal Gyrus","25.1512","23.8057","24.4785","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Angular","Angular Gyrus","23.5062","22.3736","22.9399","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Precuneus","Precuneus","22.6305","21.9552","22.2928","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Paracentral_Lobule","Paracentral Lobule","24.116","24.3353","24.2257","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Calcarine","Calcarine Cortex","21.1248","20.7829","20.9539","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Cuneus","Cuneus","20.9782","22.5615","21.7698","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Lingual","Lingual Gyrus","21.1195","20.3233","20.7214","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Occipital_Sup","Superior Occipital Gyrus","21.3267","21.6609","21.4938","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Occipital_Mid","Middle Occipital Gyrus","22.8799","22.6036","22.7417","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Occipital_Inf","Inferior Occipital Gyrus","21.7696","21.2949","21.5323","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Fusiform","Fusiform Gyrus","22.8693","22.1262","22.4978","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Caudate","Caudate Nucleus","73.6338","73.7383","73.686","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Putamen","Putamen","112.4721","97.7495","105.1108","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Pallidum","Globus Pallidus","59.0945","74.8423","66.9684","1"
"VAChT","Acetylcholine","[18F]FEOBV","SUVR","white matter","18","66.8 (SD 6.8)","Aghourian M et al., Mol Psychiatry 2017","Thalamus","Thalamus","45.6068","44.5701","45.0885","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Precentral","Precentral Gyrus","5.4","5.4683","5.4341","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Sup","Superior Frontal Gyrus","4.8017","5.0174","4.9096","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","6.1961","6.1081","6.1521","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Mid","Middle Frontal Gyrus","4.9894","5.3128","5.1511","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","5.9993","5.9732","5.9863","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","5.8058","5.8478","5.8268","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","5.512","5.3798","5.4459","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","6.5398","6.1662","6.353","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Rolandic_Oper","Rolandic Operculum","6.4935","6.4481","6.4708","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Supp_Motor_Area","Supplementary Motor Area","5.509","5.7218","5.6154","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Olfactory","Olfactory Cortex","6.4798","6.6153","6.5476","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","5.0822","5.5065","5.2943","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Frontal_Med_Orb","Medial Orbitofrontal Cortex","5.9329","6.377","6.155","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Rectus","Gyrus Rectus","6.4396","6.7942","6.6169","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Insula","Insula","7.1347","7.1105","7.1226","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Cingulum_Ant","Anterior Cingulate","6.5179","6.743","6.6305","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Cingulum_Mid","Middle Cingulate","6.6585","6.7984","6.7284","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Cingulum_Post","Posterior Cingulate","6.1694","5.499","5.8342","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Hippocampus","Hippocampus","6.8883","6.7411","6.8147","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","ParaHippocampal","Parahippocampal Gyrus","5.7671","6.0856","5.9264","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Amygdala","Amygdala","6.1965","6.2217","6.2091","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Heschl","Heschl's Gyrus","6.872","6.9853","6.9287","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Temporal_Sup","Superior Temporal Gyrus","6.4863","6.1336","6.3099","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Temporal_Pole_Sup","Temporal Pole, Superior","4.808","4.8519","4.83","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Temporal_Mid","Middle Temporal Gyrus","6.3261","6.4754","6.4007","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Temporal_Pole_Mid","Temporal Pole, Middle","5.7252","5.2677","5.4965","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Temporal_Inf","Inferior Temporal Gyrus","6.5248","6.4133","6.4691","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Postcentral","Postcentral Gyrus","5.328","5.2912","5.3096","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Parietal_Sup","Superior Parietal Lobule","5.1607","4.3819","4.7713","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Parietal_Inf","Inferior Parietal Lobule","6.145","5.8039","5.9744","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","SupraMarginal","Supramarginal Gyrus","6.071","6.107","6.089","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Angular","Angular Gyrus","6.4994","6.1405","6.3199","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Precuneus","Precuneus","6.1718","6.0679","6.1198","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Paracentral_Lobule","Paracentral Lobule","5.3851","5.5265","5.4558","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Calcarine","Calcarine Cortex","6.8248","6.7204","6.7726","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Cuneus","Cuneus","6.2481","6.6045","6.4263","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Lingual","Lingual Gyrus","6.8266","6.5663","6.6964","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Occipital_Sup","Superior Occipital Gyrus","5.8247","5.9605","5.8926","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Occipital_Mid","Middle Occipital Gyrus","6.4954","6.2444","6.3699","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Occipital_Inf","Inferior Occipital Gyrus","6.4674","6.5328","6.5001","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Fusiform","Fusiform Gyrus","6.7071","6.7344","6.7207","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Caudate","Caudate Nucleus","6.2854","6.3228","6.3041","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Putamen","Putamen","7.8495","7.6118","7.7306","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Pallidum","Globus Pallidus","7.6896","7.7456","7.7176","1"
"NMDA","Glutamate","[18F]GE-179","VT","none (arterial input)","29","≈ 41","Galovic M et al., NeuroImage 2021, with McGinnity CJ et al., J Nucl Med 2014","Thalamus","Thalamus","8.3859","8.6","8.4929","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Precentral","Precentral Gyrus","0.6588","0.6232","0.641","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Sup","Superior Frontal Gyrus","0.6397","0.6504","0.6451","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","0.6891","0.7081","0.6986","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Mid","Middle Frontal Gyrus","0.7403","0.7258","0.7331","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","0.7286","0.7073","0.718","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","0.8506","0.8575","0.8541","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","0.7738","0.7046","0.7392","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","0.7733","0.7341","0.7537","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Rolandic_Oper","Rolandic Operculum","0.9842","0.9783","0.9812","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Supp_Motor_Area","Supplementary Motor Area","0.7294","0.6998","0.7146","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Olfactory","Olfactory Cortex","0.8657","0.8547","0.8602","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","0.7569","0.7543","0.7556","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Frontal_Med_Orb","Medial Orbitofrontal Cortex","0.8998","0.926","0.9129","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Rectus","Gyrus Rectus","0.9256","0.9157","0.9207","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Insula","Insula","0.9528","1.0588","1.0058","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Cingulum_Ant","Anterior Cingulate","1.0413","0.9808","1.0111","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Cingulum_Mid","Middle Cingulate","1.0412","0.9918","1.0165","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Cingulum_Post","Posterior Cingulate","0.7313","0.4974","0.6143","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Hippocampus","Hippocampus","0.4959","0.4534","0.4746","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","ParaHippocampal","Parahippocampal Gyrus","0.6065","0.6731","0.6398","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Amygdala","Amygdala","0.624","0.6018","0.6129","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Heschl","Heschl's Gyrus","1.0482","1.1278","1.088","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Temporal_Sup","Superior Temporal Gyrus","0.9716","0.9358","0.9537","1"
