receptor,family,tracer,measure,reference_region,n,age,source,region,region_name,left,right,mean,coverage
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","1.3147","1.3088","1.3118","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Med_Orb","Medial Orbitofrontal Cortex","1.4146","1.4434","1.429","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Rectus","Gyrus Rectus","1.4416","1.4506","1.4461","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Insula","Insula","1.3575","1.4158","1.3867","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Cingulum_Ant","Anterior Cingulate","1.4549","1.4201","1.4375","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Cingulum_Mid","Middle Cingulate","1.3911","1.3369","1.364","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Cingulum_Post","Posterior Cingulate","1.1644","1.037","1.1007","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Hippocampus","Hippocampus","1.2614","1.2496","1.2555","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","ParaHippocampal","Parahippocampal Gyrus","1.261","1.3126","1.2868","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Amygdala","Amygdala","1.4276","1.4045","1.416","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Heschl","Heschl's Gyrus","1.2694","1.3041","1.2867","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Temporal_Sup","Superior Temporal Gyrus","1.3758","1.3164","1.3461","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Temporal_Pole_Sup","Temporal Pole, Superior","1.3546","1.3006","1.3276","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Temporal_Mid","Middle Temporal Gyrus","1.3511","1.3125","1.3318","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Temporal_Pole_Mid","Temporal Pole, Middle","1.4166","1.3645","1.3905","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Temporal_Inf","Inferior Temporal Gyrus","1.3599","1.3537","1.3568","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Postcentral","Postcentral Gyrus","1.2507","1.1932","1.222","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Parietal_Sup","Superior Parietal Lobule","1.2414","1.2176","1.2295","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Parietal_Inf","Inferior Parietal Lobule","1.3417","1.3026","1.3222","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","SupraMarginal","Supramarginal Gyrus","1.4204","1.3112","1.3658","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Angular","Angular Gyrus","1.3545","1.3102","1.3323","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Precuneus","Precuneus","1.2586","1.2241","1.2413","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Paracentral_Lobule","Paracentral Lobule","1.152","1.172","1.162","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Calcarine","Calcarine Cortex","1.1229","1.0793","1.1011","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Cuneus","Cuneus","1.1913","1.167","1.1791","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Lingual","Lingual Gyrus","1.1444","1.1177","1.131","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Occipital_Sup","Superior Occipital Gyrus","1.2124","1.1997","1.206","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Occipital_Mid","Middle Occipital Gyrus","1.269","1.2562","1.2626","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Occipital_Inf","Inferior Occipital Gyrus","1.2584","1.2088","1.2336","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Fusiform","Fusiform Gyrus","1.3269","1.3265","1.3267","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Caudate","Caudate Nucleus","1.0684","1.0876","1.078","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Putamen","Putamen","1.4378","1.4705","1.4541","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Pallidum","Globus Pallidus","1.5881","1.6577","1.6229","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Thalamus","Thalamus","0.9986","1.014","1.0063","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Precentral","Precentral Gyrus","15.7059","13.6632","14.6846","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Sup","Superior Frontal Gyrus","18.0298","19.6242","18.827","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","27.0852","26.8751","26.9801","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Mid","Middle Frontal Gyrus","21.0418","22.265","21.6534","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","25.7495","26.4248","26.0871","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","21.6679","21.7971","21.7325","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","20.4488","18.1407","19.2947","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","25.1828","23.0808","24.1318","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Rolandic_Oper","Rolandic Operculum","21.0819","20.6173","20.8496","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Supp_Motor_Area","Supplementary Motor Area","20.406","19.8626","20.1343","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Olfactory","Olfactory Cortex","37.0254","34.4437","35.7345","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","20.5611","21.8756","21.2183","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Frontal_Med_Orb","Medial Orbitofrontal Cortex","26.3671","29.2786","27.8229","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Rectus","Gyrus Rectus","30.7311","31.9205","31.3258","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Insula","Insula","29.5639","30.6848","30.1244","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Cingulum_Ant","Anterior Cingulate","35.7492","35.049","35.3991","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Cingulum_Mid","Middle Cingulate","28.3374","30.0823","29.2099","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Cingulum_Post","Posterior Cingulate","14.9862","10.8638","12.925","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Hippocampus","Hippocampus","19.914","17.4068","18.6604","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","ParaHippocampal","Parahippocampal Gyrus","15.8902","17.2418","16.566","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Amygdala","Amygdala","38.0574","35.3012","36.6793","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Heschl","Heschl's Gyrus","19.8779","18.3518","19.1149","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Temporal_Sup","Superior Temporal Gyrus","20.9392","17.6995","19.3193","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Temporal_Pole_Sup","Temporal Pole, Superior","17.1941","16.4089","16.8015","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Temporal_Mid","Middle Temporal Gyrus","21.5454","21.7879","21.6666","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Temporal_Pole_Mid","Temporal Pole, Middle","22.252","19.1024","20.6772","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Temporal_Inf","Inferior Temporal Gyrus","23.4564","22.5965","23.0264","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Postcentral","Postcentral Gyrus","11.1119","10.9042","11.0081","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Parietal_Sup","Superior Parietal Lobule","12.0388","10.6557","11.3473","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Parietal_Inf","Inferior Parietal Lobule","19.8397","19.2185","19.5291","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","SupraMarginal","Supramarginal Gyrus","23.9633","23.0492","23.5063","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Angular","Angular Gyrus","21.3636","18.7264","20.045","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Precuneus","Precuneus","15.2577","15.1013","15.1795","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Paracentral_Lobule","Paracentral Lobule","9.6707","8.8755","9.2731","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Calcarine","Calcarine Cortex","2.9358","2.9869","2.9613","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Cuneus","Cuneus","5.1731","5.1621","5.1676","0.99"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Lingual","Lingual Gyrus","4.1008","3.2711","3.686","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Occipital_Sup","Superior Occipital Gyrus","5.4929","6.2428","5.8678","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Occipital_Mid","Middle Occipital Gyrus","10.8322","11.0329","10.9325","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Occipital_Inf","Inferior Occipital Gyrus","10.0458","6.0761","8.061","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Fusiform","Fusiform Gyrus","18.3616","17.8613","18.1115","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Caudate","Caudate Nucleus","29.1227","31.8587","30.4907","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Putamen","Putamen","39.3815","37.5306","38.4561","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Pallidum","Globus Pallidus","31.6074","28.8515","30.2295","1"
"μ-opioid","Opioid","[11C]carfentanil","BPND","occipital cortex","204","32.3 (SD 10.8)","Kantonen T et al., NeuroImage 2020","Thalamus","Thalamus","45.9186","50.2514","48.085","1"
